"","COD","RUA","REFERENCIA","ABRIGO","LATITUDE","LONGITUDE","ROTA"
"62","063","GETULIO CAVALCANTE","1626","",-7.24888795986772,-35.8938530366867,"101"
"63","064","GETULIO CAVALCANTE","1746","",-7.25013602524996,-35.8937240391969,"101"
"64","065","ARIEL DE OLIVEIRA","460","",-7.25038597360253,-35.8945850282907,"101"
"65","066","JOSE FIRMINO DA SILVA","54","",-7.25155399180949,-35.894858026877,"101"
"66","067","JOSE FIRMINO DA SILVA ","OFICINA","",-7.25342500023544,-35.8946509938687,"101"
"67","068","MANOEL ENEAS FIGUEIREDO FILHO ","PONTO DE APOIO","SIM",-7.25547596812248,-35.8973600249737,"101"
"68","069","MANOEL ENEAS FIGUEIREDO FILHO","RESTAURANTE POPULAR","",-7.25644499994814,-35.896966997534,"101"
"69","070","MANOEL ENEAS FIGUEIREDO FILHO ","BAR DO PEBA","SIM",-7.25694598630071,-35.8967380039393,"101"
"70","071","MANOEL ENEAS FIGUEIREDO FILHO ","OFICINA","",-7.25593202747405,-35.8968540094792,"101"
"71","072","JOSE FIRMINO DA SILVA ","LAVA JATO","SIM",-7.25345500744879,-35.8945299591869,"101"
"72","073","DR. VENTURA","219","",-7.25193201564252,-35.8952679857611,"101"
"73","074","MANOEL LEONARDO GOMES","1192 - OPOSTO","",-7.25165097042918,-35.8961039967834,"101"
"74","075","MANOEL LEONARDO GOMES"," 05 - CIPRESA","SIM",-7.25009403191507,-35.8963240217417,"101"
"75","076","MANOEL LEONARDO GOMES"," 913","",-7.24730201996863,-35.8966619800776,"101"
"76","077","MANOEL LEONARDO GOMES"," 667A","",-7.24552799016237,-35.8968540094792,"101"
"77","078","MANOEL LEONARDO GOMES ","POSTO DE SAUDE","",-7.24231596104801,-35.8972249925136,"101"
"78","079","MANOEL LEONARDO GOMES ","CASA DE ORACAO","",-7.24071099422872,-35.8974020183086,"101"
"79","080","SEVERINO GALILEU"," 180","",-7.24185202270746,-35.8966810069978,"101"
"80","081","SEVERINO GALILEU"," 360","",-7.24336897954345,-35.8964950125664,"101"
"81","082","APRÍGIO NEPOMUCENO","LINS ARMARINHO","",-7.24369998089969,-35.8975269924849,"101"
"82","083","APRÍGIO NEPOMUCENO"," 1228","",-7.24381799809635,-35.8988280314952,"101"
"83","084","AUGUSTO BORBOREMA","480","",-7.24540100432932,-35.8992120064795,"101"
"84","085","AUGUSTO BORBOREMA"," 414","",-7.24697998724878,-35.8989380020648,"101"
"85","086","FRANCISCO ERNESTO DO REGO"," 2830","",-7.24747896194458,-35.9004279691725,"101"
"8174","087","ALMIRANTE BARROSO"," 1599","",-7.24269700236619,-35.9018239751458,"101"
"8175","088","ALMIRANTE BARROSO"," PANIFICADORA SOUZA","",-7.24125196225941,-35.9008530154824,"101"
"8176","089","ALMIRANTE BARROSO","1043","",-7.23895096220076,-35.8988789934664,"101"
"9188","090","ALMIRANTE BARROSO","149","",-7.23222197033465,-35.8941419608891,"101"
"4134","091","ALMIRANTE BARROSO"," BORBOREMA","SIM",-7.23080903291702,-35.8937979675829,"101"
"4135","092","DOM PEDRO I"," HOSPITAL","SIM",-7.22901798784733,-35.8934030123054,"101"
"4136","093","DOM PEDRO I"," FACULDADE DE COMUNICACAO","SIM",-7.22632303833961,-35.8925300370901,"101"
"146","147","FLORIANO PEIXOTO ","PRACA DA BANDEIRA","SIM",-7.21973704174161,-35.8847399801016,"101"
"1330","320","ODON BEZERRA","627","",-7.23635701462626,-35.8962830342352,"101"
"380","381","EPITACIO PESSOA","10","",-7.21363300457597,-35.8889600168914,"101"
"574","575","FLORIANO PEIXOTO ","PRACA DA BANDEIRA","SIM",-7.21973704174161,-35.8847399801016,"101"
"11","012","FLORIANO PEIXOTO","OI - TELEMAR","",-7.22037901170551,-35.8855550363659,"111"
"12","013","FLORIANO PEIXOTO","FEIRA CENTRAL","SIM",-7.21751097589731,-35.8795329742133,"111"
"13","014","JANUNCIO FERREIRA","CASA CORAL","SIM",-7.21555204130709,-35.8793410286307,"111"
"14","015","JANUNCIO FERREIRA","YPIRANGA","SIM",-7.2151160147041,-35.8809800259768,"111"
"40","041","NEWTON ESTILAC LEAL","929","",-7.20875498838723,-35.8793120272457,"111"
"44","045","JANUNCIO FERREIRA","SOLON DE LUCENA","SIM",-7.2152219619602,-35.8818120136857,"111"
"45","046","JANUNCIO FERREIRA","JORNAL CORREIO","SIM",-7.21593601629138,-35.8790339995175,"111"
"1057","047","PRACA DA BANDEIRA","","SIM",-7.2197930328548,-35.8847780339419,"111"
"1058","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"111"
"48","049","DOM PEDRO I","480","SIM",-7.22605196759105,-35.8925590384751,"111"
"1077","067","JOSE FIRMINO DA SILVA ","OFICINA","",-7.25342500023544,-35.8946509938687,"111"
"1078","068","MANOEL ENEAS FIGUEIREDO FILHO ","PONTO DE APOIO","SIM",-7.25547596812248,-35.8973600249737,"111"
"1079","069","MANOEL ENEAS FIGUEIREDO FILHO","RESTAURANTE POPULAR","",-7.25644499994814,-35.896966997534,"111"
"1080","070","MANOEL ENEAS FIGUEIREDO FILHO ","BAR DO PEBA","SIM",-7.25694598630071,-35.8967380039393,"111"
"1081","071","MANOEL ENEAS FIGUEIREDO FILHO ","OFICINA","",-7.25593202747405,-35.8968540094792,"111"
"1082","072","JOSE FIRMINO DA SILVA ","LAVA JATO","SIM",-7.25345500744879,-35.8945299591869,"111"
"86","087","ALMIRANTE BARROSO"," 1599","",-7.24269700236619,-35.9018239751458,"111"
"87","088","ALMIRANTE BARROSO"," PANIFICADORA SOUZA","",-7.24125196225941,-35.9008530154824,"111"
"88","089","ALMIRANTE BARROSO","1043","",-7.23895096220076,-35.8988789934664,"111"
"89","090","ALMIRANTE BARROSO","149","",-7.23222197033465,-35.8941419608891,"111"
"90","091","ALMIRANTE BARROSO"," BORBOREMA","SIM",-7.23080903291702,-35.8937979675829,"111"
"91","092","DOM PEDRO I"," HOSPITAL","SIM",-7.22901798784733,-35.8934030123054,"111"
"92","093","DOM PEDRO I"," FACULDADE DE COMUNICACAO","SIM",-7.22632303833961,-35.8925300370901,"111"
"1157","147","FLORIANO PEIXOTO ","PRACA DA BANDEIRA","SIM",-7.21973704174161,-35.8847399801016,"111"
"155","156","ALMIRANTE BARROSO"," 303 - OPOSTO","SIM",-7.23356802016497,-35.8949079830199,"111"
"156","157","ALMIRANTE BARROSO"," 470A","",-7.23476696759462,-35.895782969892,"111"
"157","158","ALMIRANTE BARROSO"," 820","SIM",-7.23725002259016,-35.8977539744228,"111"
"158","159","ALMIRANTE BARROSO","PANIFICADORA RAINHA DO CRUZEIRO","SIM",-7.23853002302349,-35.8987029734999,"111"
"159","160","ALMIRANTE BARROSO","1408","",-7.24104903638363,-35.9009049832821,"111"
"160","161","ALMIRANTE BARROSO","1716","",-7.24324903450906,-35.9025540389121,"111"
"208","209","JANUNCIO FERREIRA ","MARCENARIA","",-7.2134139854461,-35.8837410248816,"111"
"209","210","SERGIPE","2939","",-7.25612900219858,-35.8889259863645,"111"
"210","211","MANOEL ALVES DO NASCIMENTO","23","SIM",-7.25564695894718,-35.889567034319,"111"
"2341","320","ODON BEZERRA","627","",-7.23635701462626,-35.8962830342352,"111"
"353","354","AGAMENON MAGALHAES","386","",-7.2128819860518,-35.8815690223128,"111"
"354","355","ESTELITA CRUZ ","SEMINARIO","",-7.21199501305819,-35.8803129941225,"111"
"355","356","NEWTON ESTILAC LEAL","951 - OPOSTO","",-7.20891399309039,-35.8791589736938,"111"
"356","357","NEWTON ESTILAC LEAL","1066","",-7.20918003469706,-35.8781310170889,"111"
"357","358","FELIX CAROLINO BARBOSA","483","",-7.20888197422028,-35.877044973895,"111"
"358","359","AUGUSTO SANTIAGO"," 181","SIM",-7.20607001334429,-35.8769619930536,"111"
"359","360","ESTELITA CRUZ ","IGREJA DE SAO SEBASTIAO","",-7.20525403507054,-35.87856201455,"111"
"360","361","APOLONIA AMORIM","91","",-7.20483301207423,-35.8800379838794,"111"
"361","362","Dr. VASCONCELOS ","EMPASA","SIM",-7.20341202802956,-35.880612982437,"111"
"362","363","PRESIDENTE ROOSEVELT","243 - OPOSTO","",-7.20215398818254,-35.8832429721951,"111"
"363","364","CAPITAO ADHEMAR DE PAIVA"," 205","",-7.2061850130558,-35.884653981775,"111"
"364","365","NORBERTO LEAL ","ASSEMBLEIA DE DEUS - OPOSTO","",-7.20708003267646,-35.8826799597591,"111"
"365","366","VEREADOR BENEDITO MOTA","246 - OPOSTO","",-7.20857896842062,-35.8828640263528,"111"
"366","367","FRANKLIN ARAUJO","ESC. LUIZ GOMES","",-7.20841200090945,-35.8841479662806,"111"
"367","368","FRANCISCO AFONSO DE ALBUQUERQUE","PRACA","SIM",-7.20819901674986,-35.8857329841703,"111"
"368","369","HENRIQUE DIAS","538","",-7.20843999646604,-35.8886389899999,"111"
"369","370","EVARISO PEREIRA DA COSTA","95","",-7.20935496501625,-35.8907829970121,"111"
"370","371","CRISTIANO PALMEIRA","DONA CLEMENTINA","",-7.20819197595119,-35.8917660266161,"111"
"371","372","CRISTIANO PALMEIRA","320","",-7.2071330063045,-35.8924970123917,"111"
"372","373","EUCLIDES SEVERIANO","223","",-7.20733400434256,-35.8908180333674,"111"
"373","374","JUVÊNCIO MARTINS DE FRANCA","86","",-7.20747297629714,-35.8884629700333,"111"
"374","375","JUVÊNCIO MARTINS DE FRANCA","166","",-7.20660503022373,-35.8886750321835,"111"
"375","376","HENRIQUE DIAS","613","",-7.2073090262711,-35.8890099730343,"111"
"376","377","HENRIQUE DIAS","413 - OPOSTO","SIM",-7.20939402468503,-35.8881810028106,"111"
"377","378","SIQUEIRA CAMPOS","1671","",-7.21048300154507,-35.8875409606844,"111"
"378","379","ÍNDIOS PIRAGIBE","301","",-7.21193701028824,-35.8869409840554,"111"
"379","380","ÍNDIOS PIRAGIBE","145","",-7.21260496415198,-35.8858039788902,"111"
"1585","575","FLORIANO PEIXOTO ","PRACA DA BANDEIRA","SIM",-7.21973704174161,-35.8847399801016,"111"
"1654","645","APRIGIO NEPOMUCENO","1247","",-7.24397398531437,-35.8990590367466,"111"
"710","712","MANOEL LEONARDO GOMES","677 - OPOSTO","",-7.24561298266053,-35.8969059772789,"111"
"711","713","MANOEL LEONARDO GOMES","886 - VIZINHO","",-7.24736798554659,-35.8966960106045,"111"
"712","714","MANOEL LEONARDO GOMES","03 - OPOSTO","",-7.2499389667064,-35.8964130375534,"111"
"713","715","MANOEL LEONARDO GOMES","1180","",-7.25153203122318,-35.896153030917,"111"
"714","716","DOUTOR VENTURA","17 - OPOSTO","",-7.25204802118242,-35.8954350370914,"111"
"715","717","JOSE FIRMINO DA SILVA","1357","",-7.25163303315639,-35.8947369921952,"111"
"716","718","PROFESSOR ARIEL DE OLIVEIRA","445","",-7.2504950221628,-35.8944609761238,"111"
"717","719","GETULIO CAVALCANTE","1551","",-7.24833299405873,-35.8938149828464,"111"
"718","720","GETULIO CAVALCANTE","1071","",-7.24386401474476,-35.894302977249,"111"
"719","722","GETULIO CAVALCANTE","1730 - OPOSTO","",-7.24998900666833,-35.89359998703,"111"
"1773","765","APRIGIO NEPOMUCENO","445","",-7.24313898012042,-35.8918729797006,"111"
"788","791","SANTA CATARINA","949","",-7.23913301713765,-35.8909870125353,"111"
"5066","012","FLORIANO PEIXOTO","OI - TELEMAR","",-7.22037901170551,-35.8855550363659,"202"
"35","036","MANOEL TAVARES","UPA","SIM",-7.20002599060535,-35.877134995535,"202"
"3131","099","FLORIANO PEIXOTO"," 1044","",-7.2176880016923,-35.879819970578,"202"
"100","101","FLORIANO PEIXOTO","1520","",-7.21587600186467,-35.8760440070182,"202"
"7185","109","FLORIANO PEIXOTO"," REAL CLUBE","SIM",-7.22393997944892,-35.8936429861933,"202"
"5164","110","FLORIANO PEIXOTO","HELENO CABELEREIRO","SIM",-7.22647399641573,-35.8990079909563,"202"
"5165","111","FLORIANO PEIXOTO","1640","",-7.2281870059669,-35.9028560388833,"202"
"5184","130"," FLORIANO PEIXOTO ","PIZZARELLA - OPOSTO","SIM",-7.23120097070932,-35.9093179833144,"202"
"5185","131"," FLORIANO PEIXOTO ","MULTICAR","SIM",-7.23035297356546,-35.9074270259589,"202"
"5186","132"," FLORIANO PEIXOTO","1819","SIM",-7.22904103808105,-35.9045159909874,"202"
"5187","133"," FLORIANO PEIXOTO","1800","",-7.22879100590944,-35.9043090417981,"202"
"5189","135"," FLORIANO PEIXOTO"," 1359","",-7.2277659829706,-35.9014629665762,"202"
"5190","136"," FLORIANO PEIXOTO ","IGREJA SAO CRISTOVAO","SIM",-7.22669896669686,-35.8990730345249,"202"
"5191","137"," FLORIANO PEIXOTO ","APTA - OPOSTO","SIM",-7.22506399266422,-35.8956040162593,"202"
"5192","138"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"202"
"5207","153","FLORIANO PEIXOTO","1328","",-7.22732802852988,-35.9010329749435,"202"
"6230","165","FRANCISCO LOPES DE ALMEIDA"," 242","SIM",-7.24632997065783,-35.9124610293657,"202"
"5230","176","FRANCISCO LOPES DE ALMEIDA","699","",-7.24927201867104,-35.923767965287,"202"
"5231","177","FRANCISCO LOPES DE ALMEIDA"," 09","",-7.24842896685004,-35.9226629789919,"202"
"5232","178","FRANCISCO LOPES DE ALMEIDA","06","SIM",-7.24731501191854,-35.9211969841272,"202"
"5233","179","FRANCISCO LOPES DE ALMEIDA"," 839","",-7.24662501364946,-35.9189340379089,"202"
"5234","180","FRANCISCO LOPES DE ALMEIDA ","SAFRA","SIM",-7.24648796953261,-35.9162049740553,"202"
"5235","181","FRANCISCO LOPES DE ALMEIDA","155","",-7.2464850358665,-35.9127799607813,"202"
"225","226","MANOEL TAVARES","1244","",-7.20535797066987,-35.8747559599578,"202"
"226","227","MANOEL TAVARES ","ATACADAO","SIM",-7.20140498131514,-35.8765459991992,"202"
"228","229","MANOEL TAVARES","807","SIM",-7.20916695892811,-35.87595901452,"202"
"448","449","ASSEMBLEIA DE DEUS","468","",-7.22559800371528,-35.912424987182,"202"
"449","450","ASSEMBLEIA DE DEUS","279","",-7.21944199874997,-35.9143850114197,"202"
"4494","451","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"202"
"4495","452","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"202"
"4496","453","APRÍGIO VELOSO","UFCG","SIM",-7.21716698259115,-35.9090029913932,"202"
"4497","454","APRÍGIO VELOSO","LAVA-JATO - OPOSTO","",-7.21715499646962,-35.9107529651374,"202"
"5625","571"," FLORIANO PEIXOTO","1800","",-7.22879100590944,-35.9043090417981,"202"
"5626","572"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"202"
"579","580","MANOEL TAVARES ","ATACADAO","SIM",-7.20140498131514,-35.8765459991992,"202"
"591","592","ALMEIDA BARRETO","2026","",-7.22923600114882,-35.9062490332872,"202"
"592","593","ALMEIDA BARRETO","2524","",-7.22914296202362,-35.9075789898634,"202"
"593","594","ALMEIDA BARRETO","2706","",-7.2290520183742,-35.9092909935862,"202"
"1685","676","CARLOS ALBERTO DE SOUZA","COMERCIO DE PEDRAS","",-7.21737200394273,-35.9158009663224,"202"
"1686","677","CARLOS ALBERTO DE SOUZA","324","",-7.21908300183713,-35.9155749902129,"202"
"1687","678","CARLOS ALBERTO DE SOUZA","394","",-7.22014800645411,-35.9153490141034,"202"
"1694","685","SEBASTIAO MARTINS DE OLIVEIRA","1120A - OPOSTO","",-7.22964101471007,-35.9211819805205,"202"
"1695","686","GUARABIRA","MONT MOVEIS","",-7.23050996661186,-35.9226590394974,"202"
"1696","687","LEONARDO COSTA VASCONCELOS","MINI BOX","",-7.23043796606362,-35.9242390282452,"202"
"1697","688","PLINIO LEMOS","380","SIM",-7.2318690083921,-35.9262289758772,"202"
"687","689","PLINIO LEMOS","PIRAMIDAL BAR","",-7.23415098153055,-35.9253249876201,"202"
"702","704","PLINIO LEMOS","MERCADO DAS MALVINAS","SIM",-7.23620999604464,-35.9244879707694,"202"
"1714","705","PLINIO LEMOS","EXPRESSO LONDRES","",-7.23929897882044,-35.92320503667,"202"
"1715","706","AVELOZES","128","",-7.24093998782337,-35.9241080190986,"202"
"1716","707","JAMILA ABRAAO JORGE","195","SIM",-7.24242702126503,-35.9236429911107,"202"
"1717","708","JAMILA ABRAAO JORGE","17","",-7.24431202746928,-35.922872023657,"202"
"1718","709","JABUTICABEIRAS","LANA CABELEREIRAS","",-7.24517301656306,-35.9243719652295,"202"
"1719","710","UMBURANAS","IGREJA CONGREGACIONAL","",-7.24648604169488,-35.9254839923233,"202"
"1720","711","UMBURANAS","04","",-7.24877698346972,-35.9245489910245,"202"
"764","767","DINAMERICA ALVES CORREA","1167 - VIZINHO","",-7.2441569622606,-35.9111469984055,"202"
"765","768","DINAMERICA ALVES CORREA","365","",-7.24085700698197,-35.910841980949,"202"
"766","769","DINAMERICA ALVES CORREA","INSS","SIM",-7.23893696442246,-35.9106170106679,"202"
"767","770","DINAMERICA ALVES CORREA","1033","SIM",-7.2371739987284,-35.9104359615594,"202"
"1783","775","DINAMERICA ALVES CORREA","ESCOLA JARDIM MARAVILHA","",-7.24165395833552,-35.9114609844983,"202"
"1784","776","DINAMERICA ALVES CORREA","JC ROCHA","SIM",-7.24462802521884,-35.9117100108415,"202"
"818","832","SEVERINO PEREIRA DE MELO","100","",-7.24547501653433,-35.9139720350504,"202"
"819","833","IARA AMARAL","122 - LATERAL","",-7.2424700204283,-35.9136220067739,"202"
"820","834","IARA AMARAL","48 - OPOSTO","",-7.24175403825939,-35.9119250066578,"202"
"858","879","VICENTE GOMES DE ALMEIDA","775 - OPOSTO","",-7.22117302939296,-35.9258920233697,"202"
"861","882","ARQUELAU DA COSTA GUIMARAES","101","",-7.21889901906252,-35.9289720375091,"202"
"1109","099","FLORIANO PEIXOTO"," 1044","",-7.2176880016923,-35.879819970578,"220"
"108","109","FLORIANO PEIXOTO"," REAL CLUBE","SIM",-7.22393997944892,-35.8936429861933,"220"
"3144","112","FLORIANO PEIXOTO ","MULTI CAR - OPOSTO","SIM",-7.2300280071795,-35.9071439690888,"220"
"3145","113","FLORIANO PEIXOTO","2380","SIM",-7.23089100793004,-35.9090940188617,"220"
"113","114","FLORIANO PEIXOTO ","VERBO DA VIDA - OPOSTO","",-7.23315202631056,-35.9141540061682,"220"
"114","115"," FLORIANO PEIXOTO ","IGREJA EVANGELICA","",-7.23421703092754,-35.9166219737381,"220"
"115","116"," FLORIANO PEIXOTO ","MAXXI ATACADO","SIM",-7.23484500311315,-35.9180430416018,"220"
"116","117"," FLORIANO PEIXOTO","4060","SIM",-7.23682296462357,-35.9226769767702,"220"
"117","118"," FLORIANO PEIXOTO","4130","",-7.23834000527859,-35.9261319972575,"220"
"118","119"," FLORIANO PEIXOTO","BAR SURUBIM - OPOSTO","",-7.23898398689926,-35.9276559948921,"220"
"119","120"," FLORIANO PEIXOTO"," HOSPITAL DE TRAUMA","SIM",-7.24046599119902,-35.931123001501,"220"
"121","122"," FLORIANO PEIXOTO ","BAR SURUBIM","",-7.23919403739274,-35.9275939688087,"220"
"122","123"," FLORIANO PEIXOTO","17","",-7.23852599970996,-35.9260660316795,"220"
"3162","130"," FLORIANO PEIXOTO ","PIZZARELLA - OPOSTO","SIM",-7.23120097070932,-35.9093179833144,"220"
"3163","131"," FLORIANO PEIXOTO ","MULTICAR","SIM",-7.23035297356546,-35.9074270259589,"220"
"3164","132"," FLORIANO PEIXOTO","1819","SIM",-7.22904103808105,-35.9045159909874,"220"
"3167","135"," FLORIANO PEIXOTO"," 1359","",-7.2277659829706,-35.9014629665762,"220"
"3168","136"," FLORIANO PEIXOTO ","IGREJA SAO CRISTOVAO","SIM",-7.22669896669686,-35.8990730345249,"220"
"3169","137"," FLORIANO PEIXOTO ","APTA - OPOSTO","SIM",-7.22506399266422,-35.8956040162593,"220"
"3170","138"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"220"
"3186","154","FLORIANO PEIXOTO ","PIZZARELLA","SIM",-7.23104196600616,-35.9093950130045,"220"
"174","175","FRANCISCO LOPES DE ALMEIDA","1914","",-7.2511319629848,-35.9268670063466,"220"
"175","176","FRANCISCO LOPES DE ALMEIDA","699","",-7.24927201867104,-35.923767965287,"220"
"176","177","FRANCISCO LOPES DE ALMEIDA"," 09","",-7.24842896685004,-35.9226629789919,"220"
"177","178","FRANCISCO LOPES DE ALMEIDA","06","SIM",-7.24731501191854,-35.9211969841272,"220"
"178","179","FRANCISCO LOPES DE ALMEIDA"," 839","",-7.24662501364946,-35.9189340379089,"220"
"179","180","FRANCISCO LOPES DE ALMEIDA ","SAFRA","SIM",-7.24648796953261,-35.9162049740553,"220"
"180","181","FRANCISCO LOPES DE ALMEIDA","155","",-7.2464850358665,-35.9127799607813,"220"
"569","570"," FLORIANO PEIXOTO"," HOSPITAL DE TRAUMA","SIM",-7.24046599119902,-35.931123001501,"220"
"3604","572"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"220"
"2725","705","PLINIO LEMOS","EXPRESSO LONDRES","",-7.23929897882044,-35.92320503667,"220"
"2726","706","AVELOZES","128","",-7.24093998782337,-35.9241080190986,"220"
"1775","767","DINAMERICA ALVES CORREA","1167 - VIZINHO","",-7.2441569622606,-35.9111469984055,"220"
"1776","768","DINAMERICA ALVES CORREA","365","",-7.24085700698197,-35.910841980949,"220"
"1777","769","DINAMERICA ALVES CORREA","INSS","SIM",-7.23893696442246,-35.9106170106679,"220"
"1778","770","DINAMERICA ALVES CORREA","1033","SIM",-7.2371739987284,-35.9104359615594,"220"
"2069","048","MELO LEITAO ","PRACINHA","SIM",-7.22282401286066,-35.8928170334547,"222"
"2120","099","FLORIANO PEIXOTO"," 1044","",-7.2176880016923,-35.879819970578,"222"
"3138","106","FLORIANO PEIXOTO ","DAMAS","SIM",-7.22032201476395,-35.8858469780535,"222"
"3142","110","FLORIANO PEIXOTO","HELENO CABELEREIRO","SIM",-7.22647399641573,-35.8990079909563,"222"
"3143","111","FLORIANO PEIXOTO","1640","",-7.2281870059669,-35.9028560388833,"222"
"4155","112","FLORIANO PEIXOTO ","MULTI CAR - OPOSTO","SIM",-7.2300280071795,-35.9071439690888,"222"
"4156","113","FLORIANO PEIXOTO","2380","SIM",-7.23089100793004,-35.9090940188617,"222"
"7208","132"," FLORIANO PEIXOTO","1819","SIM",-7.22904103808105,-35.9045159909874,"222"
"3165","133"," FLORIANO PEIXOTO","1800","",-7.22879100590944,-35.9043090417981,"222"
"7211","135"," FLORIANO PEIXOTO"," 1359","",-7.2277659829706,-35.9014629665762,"222"
"7212","136"," FLORIANO PEIXOTO ","IGREJA SAO CRISTOVAO","SIM",-7.22669896669686,-35.8990730345249,"222"
"7213","137"," FLORIANO PEIXOTO ","APTA - OPOSTO","SIM",-7.22506399266422,-35.8956040162593,"222"
"7214","138"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"222"
"3185","153","FLORIANO PEIXOTO","1328","",-7.22732802852988,-35.9010329749435,"222"
"4197","154","FLORIANO PEIXOTO ","PIZZARELLA","SIM",-7.23104196600616,-35.9093950130045,"222"
"4209","166","FRANCISCO LOPES DE ALMEIDA ","SAFRA - OPOSTO","SIM",-7.24641202948987,-35.916228024289,"222"
"4210","167","FRANCISCO LOPES DE ALMEIDA","115","",-7.2465209942311,-35.9187900368124,"222"
"4211","168","FRANCISCO LOPES DE ALMEIDA ","POSTO DE SAUDE","",-7.2469649836421,-35.9208929724991,"222"
"4212","169","FRANCISCO LOPES DE ALMEIDA ","LAVA JATO","",-7.24875502288342,-35.9232099819928,"222"
"5505","451","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"222"
"5506","452","APRÍGIO VELOSO","UFCG","",-7.21719900146127,-35.9090940188617,"222"
"5507","453","APRÍGIO VELOSO","UFCG","SIM",-7.21716698259115,-35.9090029913932,"222"
"5508","454","APRÍGIO VELOSO","LAVA-JATO - OPOSTO","",-7.21715499646962,-35.9107529651374,"222"
"6522","457","APRÍGIO VELOSO","CANTINHO UNIVERSITARIO","SIM",-7.21743503585458,-35.9092199988663,"222"
"2513","492","VINTE E SETE DE JULHO","569 - OPOSTO","SIM",-7.22289199009538,-35.9117159619927,"222"
"2514","493","VINTE E SETE DE JULHO","425 - OPOSTO","",-7.22592598758638,-35.9127620235085,"222"
"555","556","VINTE E SETE DE JULHO","PONTO DAS PLANTAS - OPOSTO","SIM",-7.21731098368764,-35.9138120245188,"222"
"1567","557","VINTE E SETE DE JULHO","CONFORTEL - OPOSTO","SIM",-7.22083699889481,-35.9135029837489,"222"
"3603","571"," FLORIANO PEIXOTO","1800","",-7.22879100590944,-35.9043090417981,"222"
"7648","572"," FLORIANO PEIXOTO"," 845","",-7.2238630335778,-35.8930979948491,"222"
"1598","588","VINTE E SETE DE JULHO","300 - OPOSTO","SIM",-7.22735501825809,-35.9133680351079,"222"
"1599","589","ALMEIDA BARRETO","2818 - OPOSTO","SIM",-7.22910499200225,-35.9102369751781,"222"
"1600","590","ALMEIDA BARRETO","2588 - OPOSTO","SIM",-7.22919300198555,-35.9082300122827,"222"
"1601","591","ALMEIDA BARRETO","2028 - OPOSTO","SIM",-7.22932401113212,-35.9059119969606,"222"
"594","595","ALMEIDA BARRETO","2848","",-7.22898496314883,-35.9104730095714,"222"
"5676","623","PORTUGAL","55","",-7.21550996415317,-35.9186880290508,"222"
"1633","624","APRIGIO VELOSO","COLEGIO CARMELA VELOSO","SIM",-7.21661696210504,-35.9153269696981,"222"
"1657","648","UMBURANAS","40","",-7.24907403811812,-35.9243640024215,"222"
"1658","649","UMBURANAS","200","",-7.24773796275258,-35.9249379951507,"222"
"1659","650","UMBURANAS","AGILDO MAGAZINE","",-7.24648201838136,-35.9254460223019,"222"
"1660","651","JABUTICABEIRAS","133","",-7.24538197740912,-35.9244520124048,"222"
"1661","652","JAMILA ABRAAO JORGE","ESCOLA SEVERINO CABRAL","SIM",-7.24270798265934,-35.9234770294279,"222"
"1662","653","AVELOZES","64","",-7.24098298698664,-35.924006011337,"222"
"1663","654","PLINIO LEMOS","MATERIAL DE CONSTRUCAO","SIM",-7.23905296996236,-35.9232180286199,"222"
"1664","655","PLINIO LEMOS","MERCADO DAS MALVINAS - OPOSTO","",-7.2366140037775,-35.9242139663547,"222"
"1665","656","PLINIO LEMOS","PIRAMIDAL BAR - OPOSTO","SIM",-7.23439900204539,-35.9251320362091,"222"
"3688","657","PLINIO LEMOS","380 - OPOSTO","SIM",-7.23171201534569,-35.9262569714338,"222"
"1667","658","LEONARDO COSTA VASCONCELOS","07","",-7.23076703958213,-35.9249799884856,"222"
"1668","659","LEONARDO COSTA VASCONCELOS","RESTAURANTE VITORIA - OPOSTO","",-7.23042899742723,-35.9241149760783,"222"
"1669","660","GUARABIRA","VERA CABELEREIRA - OPOSTO","",-7.23051600158215,-35.9225589595735,"222"
"1670","661","SEBASTIAO MARTINS DE OLIVEIRA","HAIR FLY - OPOSTO","SIM",-7.22963296808302,-35.9211239777505,"222"
"1779","771","DINAMERICA ALVES CORREA","470","",-7.23233101889491,-35.9104839898646,"222"
"1780","772","DINAMERICA ALVES CORREA","AUTOESCOLA SANTO ANDRE","SIM",-7.23585896193981,-35.9108579903841,"222"
"1781","773","DINAMERICA ALVES CORREA","ARMAZEM DO CIMENTO","SIM",-7.23788604140282,-35.9110670350492,"222"
"1782","774","DINAMERICA ALVES CORREA","THERMO INJET","SIM",-7.24011797457933,-35.9112999681383,"222"
"815","829","IARA AMARAL","48","",-7.24162504076958,-35.9118189755827,"222"
